Geneid	NORMAL_1	RESISTANT_1
84899	290	221
105370368	0	0
100885778	7	1
100874161	0	0
259232	34	19
9358	185	33
2259	6	6
100616110	0	0
100616239	0	0
283480	0	0
100874081	0	0
283481	14	0
7174	788	2102
196541	2	26
643677	2	2
93081	47	20
79070	79	42
54841	117	6
100533467	0	0
2073	27	7
121952	3	0
6555	0	0
104326190	0	0
282706	0	0
267012	0	0
144920	0	0
728192	0	0
1948	303	157
55082	736	1787
283483	0	0
100874173	0	0
728215	37	8
100302286	0	0
100874375	0	0
3981	265	673
84945	390	180
10673	344	34
23026	2	20
100885782	0	0
104326054	0	0
101409253	0	0
8660	124	183
104355146	0	0
1282	4447	2963
1284	3644	946
102465872	0	0
100874203	1	0
55647	134	6
55739	435	172
79587	294	260
105376684	3	2
3621	150	36
105370362	0	0
283487	30	31
55608	701	1318
104355135	5	0
101927802	0	0
8874	599	1107
100874226	0	0
101060553	0	0
121793	0	4
105370369	0	0
101928616	0	0
100505996	0	0
105378193	0	0
6656	0	0
101928698	0	0
101928730	0	0
104266956	0	0
122258	0	0
10426	163	281
400165	0	0
23250	358	642
105370374	0	0
100874205	2	0
105378192	0	2
23263	338	369
100289410	28	0
2155	0	0
2159	46	2
104413892	0	0
102724474	0	0
8858	0	30
55795	278	252
8451	976	1329
102465874	0	0
3916	2198	774
79774	38	123
100874068	0	0
101928841	2	0
113622	21	8
55208	103	128
55002	608	323
7027	921	596
496	0	0
6011	0	0
105377805	0	0
100130386	0	0
348013	52	13
650669	15	0
2621	514	204
100506394	19	0
643365	0	0
100861555	2	0
100507747	9	0
22821	443	223
105377808	0	2
101929355	3	0
8881	626	888
100847035	7	0
100616227	0	0
65110	447	673
283489	327	405
104355150	0	0
440153	0	12
642426	0	0
641455	1	0
100508046	0	0
642477	10	2
414763	0	0
503639	6	0
101101776	0	1
404785	0	6
101929572	0	0
79334	0	8
441669	0	0
441670	0	0
390429	0	0
390431	0	0
79544	0	0
79317	0	0
81127	0	0
122740	0	0
390433	0	0
122742	0	0
390436	0	0
390437	0	0
390439	0	0
122748	0	0
390442	0	0
91875	119	102
57820	239	233
100113391	0	4
85495	0	46
10038	135	473
7011	543	1016
123103	14	0
55644	189	219
328	1479	1653
90809	212	124
4860	334	257
338879	0	0
390443	0	0
122651	0	0
254028	0	0
493901	0	0
7217	0	0
7207	0	0
7218	0	0
7237	0	0
100189151	0	0
100189419	0	0
100189286	0	0
341799	2	0
100189424	0	0
100189405	0	0
100009601	1	0
100009602	0	0
100189263	0	0
100189001	0	0
100189088	1	0
283	21	21
6038	251	28
10876	0	0
64184	0	0
6039	247	18
6035	1238	125
6037	4	2
643332	3	0
6036	21	4
64745	246	291
101929718	9	3
29986	6	0
57447	1224	698
102465428	1	1
122664	1	2
440163	0	0
84659	5	1
122665	0	0
55701	327	244
51222	65	133
643382	4	6
390445	0	0
283624	80	14
3183	4412	4559
57096	23	41
11198	1435	1155
57680	1037	2846
692053	0	77
319103	0	67
84932	267	205
9878	804	513
56339	335	803
6297	145	55
26533	0	0
28693	3	2
26534	0	0
28692	2	7
26686	0	0
28691	7	2
28690	10	0
28689	6	0
28688	4	2
6956	3	2
28686	0	0
28685	2	0
28678	0	0
28676	2	4
28674	7	6
28684	7	4
28683	6	2
28671	8	2
28673	8	6
28682	4	1
28670	8	2
28669	8	0
28677	7	6
28672	7	14
28680	8	6
28667	4	0
28666	6	0
28665	1	2
28664	10	4
28663	2	0
28662	8	0
28661	5	0
28660	3	0
28518	2	4
28659	6	0
28658	4	2
28657	4	4
28679	0	0
28655	2	0
28653	2	2
28652	1	0
28656	1	0
28648	0	0
28647	1	0
28646	1	2
28644	6	2
28643	10	0
28642	0	0
28641	0	0
28640	0	0
28517	0	0
28525	0	0
28524	0	0
28523	0	0
28522	0	1
28519	1	0
28521	0	0
28520	0	0
28526	44	36
28516	1	1
28694	0	0
28696	0	0
28697	0	0
28698	0	2
28699	0	0
28701	0	0
28702	0	1
28703	0	0
28705	0	2
28706	0	4
28707	0	0
28708	0	2
28709	0	0
28710	0	0
28711	0	2
28712	0	1
28713	0	3
28714	0	2
28715	0	9
28716	1	1
28717	0	6
28718	0	5
28719	0	5
28720	0	1
28721	0	4
28722	0	7
28723	1	0
28724	1	4
28725	0	0
28726	0	1
28727	0	2
28728	2	10
28729	0	9
28730	0	6
28731	0	1
28732	0	8
28733	0	3
28734	0	4
28735	0	0
28736	0	2
28737	0	6
28738	1	3
28739	1	9
28740	1	2
28741	0	3
28742	0	14
28743	1	7
28744	0	5
28745	0	10
28746	0	3
28747	0	2
28748	0	2
28749	0	4
28750	0	0
28751	0	0
28752	0	7
28753	1	5
28754	0	2
28755	658	117
105370399	0	0
1603	711	232
63874	455	89
5018	1028	797
9056	271	165
122704	97	84
4323	3321	519
26020	2039	481
161253	9	2
55147	648	472
100505758	2	0
10419	329	367
101926933	0	0
100189243	0	0
54930	259	101
100616424	0	0
84962	284	98
60686	100	51
5693	511	199
122706	0	0
64403	52	19
105370705	1	0
22985	1545	3948
55017	395	140
1053	12	0
23428	597	106
100507650	8	124
57594	313	217
90673	87	8
105378176	15	0
599	552	104
100529063	0	0
8106	24	79
51310	69	38
10278	140	37
64806	0	0
116173	4	0
4624	0	9
406990	0	0
4625	6	5
104564225	0	0
100126336	0	0
25983	217	172
79178	126	40
85446	20	117
8906	616	836
102724814	43	9
84502	2	5
10202	8283	3730
55449	218	29
10901	81	194
317749	62	68
728635	4	21
90668	10	27
9362	3	13
4901	15	6
5106	301	183
80344	1048	330
161247	7	2
5720	1644	1509
51016	66	40
5721	915	777
102465801	0	0
55072	432	403
10379	863	434
9985	90	187
79711	245	267
10548	627	149
283629	9	282
29082	371	149
145553	3	3
100528064	0	0
4738	226	116
51292	736	253
26277	517	1226
7051	19	42
5875	173	115
115817	160	307
161424	308	243
27141	4	0
56413	12	0
1241	74	31
196883	123	104
11035	139	102
4776	432	47
57523	608	496
23351	1046	544
643866	52	8
56948	46	96
101927045	34	10
1215	16	7
1511	64	4
2999	72	28
3002	122	12
29091	26	4
4857	48	8
101927062	0	0
102724890	0	0
101927081	0	0
100423019	0	0
100505967	0	0
100422830	0	0
103695363	0	0
2290	0	119
387978	0	0
5587	157	362
55632	290	425
23256	580	1234
1690	28	34
100506071	1	6
29966	347	890
693209	0	11
11154	78	72
25831	1956	4930
25938	599	618
101927124	2	0
112487	170	43
2856	2	0
80224	151	250
84837	28	0
394	1525	3346
101954275	0	0
101954278	0	0
9472	59	82
64067	10	18
112399	511	258
171546	488	36
55837	373	392
26865	0	0
26866	0	0
58533	1429	954
1073	386	574
11177	996	2629
280655	1	2
6729	698	921
283635	340	286
101927178	0	1
55012	274	342
9692	441	329
5687	876	1026
4792	1160	1590
84684	0	2
253959	435	1441
84312	127	67
101101773	0	0
100886964	0	0
102723418	0	0
51562	162	264
253970	0	0
7080	0	0
100506237	0	0
26257	0	0
5083	28	12
89874	20	10
100616280	0	0
100129794	13	0
145282	155	190
3169	1125	2995
319089	38	940
6751	9	0
161198	179	50
102723503	0	0
283547	6	2
10484	1120	1390
8487	53	83
122553	382	419
5411	918	7936
117153	0	6
4253	446	2535
100288846	0	0
254170	269	185
644919	2	0
145581	62	22
84075	0	2
122525	100	34
101927418	4	0
54813	325	276
23116	466	955
55015	328	703
100113389	0	0
2287	496	595
57697	113	705
55320	645	1205
100506412	0	0
140801	0	0
161357	0	0
100500919	0	0
100506433	0	2
6235	657	1809
6029	69	181
122769	94	66
6166	832	256
4247	492	382
55172	165	374
5427	27	100
122773	55	132
23588	568	732
9147	685	2261
378706	31	203
382	1719	206
102464828	0	0
283551	43	1
100506499	6	0
196913	0	4
79609	82	47
6655	828	2133
79944	155	146
100616261	0	0
27109	190	124
8814	160	148
11183	912	1762
51062	154	230
60485	389	231
51199	1471	1595
145447	5	78
5836	1379	974
114088	31	16
81542	1237	481
283553	0	0
100874185	0	2
122786	987	666
145438	2	0
54331	551	18
102723604	0	8
51637	916	666
22795	479	192
5729	29	6
5732	123	2
57544	172	241
283554	12	3
30001	1882	1143
5706	750	741
6815	404	182
64841	463	114
10979	803	121
80821	426	651
101927620	0	0
100847076	0	0
652	315	102
1033	40	92
10175	722	332
2764	943	207
10668	128	47
23034	240	300
2643	307	280
100422984	0	0
11169	109	267
122809	532	333
93487	834	301
3958	1128	727
9787	142	322
55030	580	358
22863	352	199
387332	0	11
100129075	3	0
3895	4314	7952
645683	1	27
645687	0	0
57161	287	82
54916	314	350
5015	0	0
100309464	0	0
10640	1028	867
55745	799	536
122830	392	250
55195	11	45
341880	0	16
145407	38	19
55860	536	496
100189107	0	0
5684	563	1096
379025	420	23
5926	591	1434
387990	3	3
26520	153	131
9786	245	822
51339	161	56
102723742	0	0
23002	561	578
64582	30	15
112849	123	81
51528	392	451
729665	0	6
6252	61	8
100847088	0	0
341883	0	54
64430	452	918
51635	565	390
5494	898	524
317761	0	27
4990	0	0
105378189	0	0
104548971	0	0
6495	51	10
51804	140	45
4331	109	237
57570	260	224
145389	99	304
161291	614	66
5583	792	449
101927780	3	1
400221	5	0
100750246	0	0
3091	2901	3284
100750247	1	0
6617	279	150
83851	7	29
646113	4	0
101954204	0	0
27133	0	0
57381	229	15
122876	0	0
5529	710	566
112840	210	73
81537	430	44
23224	1467	15473
100313830	0	0
2100	27	33
441687	1	6
4522	529	1780
7597	88	115
9495	63	26
22890	873	757
102723809	4	0
3306	121	79
145376	37	39
26030	313	581
6710	35	186
102465841	0	0
100529261	0	0
91612	722	21
2877	1851	692
376267	998	457
2342	3	20
4149	589	638
100616490	0	0
100506321	3	4
100128233	0	0
100616176	0	0
645431	3	5
2530	483	570
693210	0	4
101927878	0	0
440184	0	0
10243	129	580
161142	1	11
64398	606	660
51382	528	434
1965	671	422
26499	102	159
100847064	0	0
161145	218	16
57475	178	814
5283	119	41
384	202	250
10490	253	154
51109	621	194
145226	1	52
23503	631	2023
5890	66	161
100996664	2	0
677	5218	1247
105370548	4	0
87	2300	415
161159	0	0
8816	902	956
55218	359	230
57452	31	2
2079	495	299
55334	888	332
105370551	0	0
400224	0	5
56936	0	0
9766	816	166
100289511	6	34
6430	1706	3420
6554	0	59
64093	37	8
6547	17	0
145241	0	4
51241	41	26
100529257	0	0
105370554	0	0
55333	659	8
8747	2	45
317760	2	20
8748	1	104
10001	214	343
101928075	1	0
23508	178	48
103695436	2	0
4293	152	126
22990	1363	2570
105370706	0	0
26037	660	1383
319139	0	0
145474	0	0
9628	12	97
102465832	0	0
8110	17	6
26094	95	93
100189359	0	0
53349	307	202
58517	1331	5558
5663	1239	1350
89932	358	72
101928123	11	0
8650	827	770
101928143	6	0
399671	1	71
79697	83	102
641371	17	20
10965	121	67
122970	14	14
641372	0	0
83544	169	96
9240	366	20
91748	440	480
100616158	0	0
100506476	30	0
145482	85	160
57862	415	584
145483	86	53
51004	128	619
957	681	365
80127	70	110
4329	400	200
91750	120	24
338917	0	0
5826	271	289
55237	2	0
646658	0	0
10577	1142	1271
100616211	0	0
122961	122	25
4053	1055	623
9870	671	506
51077	444	452
56252	907	4130
283571	20	34
1743	666	574
83694	13	17
5228	39	14
8892	207	372
27030	281	2713
97	42	65
79696	12	52
91754	1144	486
10972	3289	1374
2353	5862	3146
731223	7	0
101928377	9	0
122953	152	12
10538	114	51
102724153	0	0
55640	86	182
102465753	0	0
11161	315	105
23093	303	1424
7043	362	73
112752	107	307
55668	565	441
2103	6	8
22846	384	100
100506603	23	5
23357	334	119
145497	0	7
64207	291	98
105370579	0	0
283575	0	0
102724190	0	0
85457	455	170
283576	0	0
57156	2	17
58157	0	0
100302236	0	0
29954	146	682
2954	149	95
283578	496	51
161394	16	66
122945	7	21
63894	255	765
10598	511	560
145501	0	0
9517	1497	1330
8846	79	38
81892	56	382
22938	685	569
283579	0	6
57143	84	80
9369	141	106
1734	266	3
100628307	0	0
145508	103	378
7253	13	69
2957	888	598
677845	0	20
85439	463	724
100506700	0	0
6400	2579	643
101928559	0	0
100996280	0	0
23768	279	8
101928767	9	0
283585	0	0
2581	508	560
8477	188	20
101928791	0	0
283587	2	0
54207	4	0
55812	100	469
11099	277	386
79882	550	2017
161436	52	273
123016	301	1113
1112	1437	133
400236	5	12
29018	0	0
90141	80	159
55775	236	672
101927029	0	0
56659	8	2
5700	667	520
55051	210	403
801	3422	803
400238	0	0
145567	222	234
101928909	0	0
9252	171	347
80017	644	562
100124539	0	0
8111	149	12
440193	468	711
55671	1125	1716
79820	0	22
123036	18	0
10516	750	134
9321	803	4088
4287	342	626
4707	80	611
53981	944	933
123041	42	0
105370707	2	0
79890	182	116
5641	1813	575
9950	508	844
1113	0	0
3705	104	4
319085	0	0
64112	21	0
26175	4	0
84520	0	0
55148	94	54
55727	124	6
57578	1	0
341947	0	0
145270	4	0
283592	0	0
90050	0	0
51676	30	0
100616140	0	0
256369	0	0
78990	6	0
57062	124	11
122509	11	2
3429	34	4
83982	4	2
57718	0	2
51156	0	0
866	0	0
390502	0	0
5265	103	10
256394	0	0
327657	0	0
145264	0	0
5267	0	0
5104	11	0
12	149	6
388007	0	0
145258	1	9
23405	1605	6469
100422981	0	0
400242	17	0
79789	592	535
101929080	0	0
79686	59	0
161176	90	33
105370641	0	0
283596	19	1
677768	0	0
51218	229	89
27004	0	0
9623	0	0
8115	50	4
100507043	0	0
56967	207	5
624	534	4
623	5	8
55102	619	1398
51527	363	42
122481	7	9
730202	0	0
10914	2636	3662
7443	136	492
145249	0	0
101929241	3	0
100129345	0	0
388011	17	14
283598	0	0
64919	213	67
84193	651	506
8812	358	873
317762	214	35
84439	35	2
10858	2	2
2009	205	101
51466	451	370
100616247	0	1
442909	0	3
123099	58	28
7528	856	962
102466730	0	3
123096	113	220
442910	0	0
283600	0	2
7453	1745	671
79446	49	74
57596	4	12
283601	0	0
8788	1	0
100616495	0	0
55384	234	24
768222	0	0
574450	0	0
442905	0	0
100126315	0	0
388015	0	0
574038	0	0
574034	0	0
406914	0	0
574451	0	0
406927	0	0
79104	4	0
692215	0	0
442915	0	0
767561	0	0
767562	0	2
767563	0	6
767564	0	1
767565	0	2
767566	0	4
767567	0	0
767568	0	2
767569	0	0
767577	0	0
767578	0	0
767579	0	2
767580	0	2
767581	0	0
767582	0	0
767583	0	0
767584	0	0
767585	0	1
767588	0	0
101929369	2	0
767589	0	0
767590	0	0
767591	0	0
767592	0	2
767593	0	1
767594	0	0
767595	0	0
767596	0	0
767597	0	0
767598	0	0
767599	0	5
767600	0	2
767603	0	0
767604	0	0
767605	0	0
767606	0	0
767608	0	0
767609	0	3
767610	0	0
767611	0	2
767612	0	0
494328	0	0
693121	0	0
407023	0	0
494329	0	0
100302250	0	0
442897	0	0
768212	0	0
574408	0	0
574409	0	0
574452	0	0
100422837	0	0
100126335	0	0
574453	0	0
442913	0	0
664615	0	0
724024	0	0
574435	0	0
494325	0	0
100126297	0	0
100302157	0	0
100302209	0	0
378881	0	0
494330	0	0
664616	0	0
664612	0	0
100126345	0	0
664613	0	1
724025	0	0
619555	0	0
494331	0	0
406924	0	0
768214	0	0
574436	0	0
574410	0	0
406946	0	0
574454	0	0
494326	0	0
100126308	0	2
574413	0	0
574433	0	0
442914	0	0
574434	0	0
724026	0	2
100507257	4	0
338002	1	0
64150	5	0
100302145	0	0
1735	10	0
145200	0	8
5527	1348	1126
1778	3243	19159
3320	10512	19089
91833	263	548
5891	30	107
100189275	0	0
55778	109	208
51550	127	77
9895	348	265
122416	164	6
100422954	0	0
23186	509	393
7187	555	856
81693	0	21
9578	1452	2146
91828	15	4
7127	5567	6371
100131366	2	0
1983	2785	1542
677811	1	82
4140	654	1658
1152	126	21
115708	49	38
9529	692	335
84334	145	255
3831	557	1772
7517	76	503
79038	402	113
23368	297	648
145216	0	0
9556	254	340
122402	4	8
647286	0	0
105370691	0	0
374569	1	19
406986	0	0
100616173	0	0
105370708	2	0
26153	8	10
105378190	0	0
400258	0	0
388021	0	0
100616300	0	0
64423	379	1957
122622	19	65
10572	81	63
207	1132	770
100128927	98	16
196872	0	0
283638	214	1149
122618	53	0
113146	223	355
122616	57	125
55038	88	11
29933	58	24
102723354	5	0
3714	115	501
102465458	0	0
256281	63	25
2972	166	236
90135	358	176
23241	306	457
647310	1	5
100507437	6	0
9112	230	675
1397	211	115
105378191	1	0
1396	107	20
283643	12	34
80757	2	2
3494	821	8
3497	0	0
102465871	0	0
3503	3493	133
102466889	1	0
3501	5853	575
2003	37	0
3493	2805	12
3500	12586	1021
3502	4619	262
3495	18	0
3507	1128	4
100616374	0	0
100616135	0	0
100616276	0	0
100616422	0	0
28475	5	1
28476	0	0
28477	1	2
28479	3	0
28480	0	0
28481	0	0
28483	0	0
28484	0	0
28506	0	0
28485	0	0
28489	0	0
28493	0	0
28497	0	0
28502	0	0
28507	0	0
28486	0	0
28490	0	0
28494	0	0
28498	0	0
28503	0	0
28508	0	0
28487	0	0
28491	0	0
28495	0	0
28499	0	0
28500	1	0
28504	0	0
28509	0	0
28488	0	0
28492	0	0
28496	0	0
28501	0	0
28505	1	0
9834	19	0
28510	0	0
28385	28	0
28377	0	0
8755	0	0
28474	90	16
28355	0	0
28473	49	0
28401	123	3
28457	13	35
28354	0	0
28353	0	0
28453	0	0
28452	37	17
28450	48	82
28352	0	0
28471	0	0
28449	120	0
28351	0	0
28470	0	0
28448	55	18
28376	0	0
28447	1	0
28350	0	0
28469	0	0
28468	324	34
28446	0	0
28445	9	2
28375	0	0
28444	193	2
28443	0	0
28374	0	0
28349	0	0
28442	255	44
28467	147	16
338004	0	0
28441	0	0
28348	0	0
28455	26	0
28347	0	0
28373	0	0
28383	0	0
28400	44	3
28372	0	0
28440	0	0
28439	40	0
28371	0	0
28438	0	0
28396	3	0
28370	0	0
28435	0	0
28434	294	32
28369	0	0
28395	11	0
28382	0	0
28432	0	0
28431	0	0
28430	0	0
28429	0	0
28346	0	0
28394	13	1
28381	0	0
28368	0	0
28428	0	0
28427	0	0
28426	4	0
28367	0	0
28345	0	0
338005	0	0
28337	0	0
28366	0	0
28466	0	0
28465	1	3
28425	0	0
28344	0	0
28424	11	0
28423	3	0
28364	0	0
28422	0	0
28388	4	0
28343	0	0
28363	0	0
28421	0	0
28420	1	0
28362	0	0
28419	0	0
28393	11	0
28380	0	0
28418	0	0
28464	2	0
28392	16	2
28417	0	0
28361	0	0
28391	40	0
28416	0	0
28360	0	0
28415	0	0
28414	1	0
28413	2	0
28359	0	0
28412	1	4
28463	0	0
28358	0	0
28342	0	0
28341	0	0
28340	0	0
28462	0	0
28461	16	0
28454	12	5
28411	1	1
28410	22	4
28409	4	0
28408	51	2
28357	0	0
28407	0	0
28406	0	0
28339	0	0
100847062	2	0
28387	3	0
28356	1	0
28405	0	0
28390	1	9
28378	0	14
28338	0	0
105379210	1	0
105370719	0	0
646096	0	0
105379211	0	0
283755	94	63
100996379	0	0
727832	0	0
729786	0	0
606	4	4
100422949	0	0
100287399	0	0
100847060	0	0
348120	0	0
646214	2	1
646243	2	0
100422844	0	0
102724631	0	0
100847005	0	0
727924	0	0
105369274	0	0
102724760	0	6
102724971	21	0
100422935	0	0
100996331	0	0
440225	0	0
103504741	0	0
101927079	0	0
390538	0	0
283694	0	0
390539	0	0
642131	4	0
101928039	0	0
100302233	0	0
646396	0	0
390535	0	0
440243	0	2
100132101	0	0
400322	716	1939
283796	0	0
339005	22	7
283683	5	1
105379261	0	0
123606	283	82
81614	725	331
23191	751	679
114791	17	48
283767	0	0
100132979	0	0
100616223	0	0
102723534	0	0
102723623	0	0
653061	0	0
283685	0	0
100616275	0	0
7681	0	2
54551	5	0
4692	204	4
791115	0	0
101928840	11	1
791114	16	0
23742	10	72
6638	1	0
8926	1	0
347746	14	3
91380	0	0
8123	34	66
347686	0	0
338427	0	0
338428	1	12
100033413	0	228
100033414	0	276
100033415	0	56
100033416	3	104
100033417	0	4
100033418	0	232
100033419	1	20
100033420	0	349
100033421	0	37
100033422	0	2
100033423	0	3
100033424	0	12
100033425	0	24
100033426	0	262
100033427	0	363
100033428	0	487
100033429	0	96
100033430	0	82
727708	1	164
100033431	2	414
100033432	3	444
100033433	0	246
100033434	0	202
100033435	2	573
100033436	0	16
100033438	0	58
100033439	0	46
100033820	1	7
100033821	0	5
100873856	0	2
3653	179	4
145624	0	0
338433	0	1
100033437	0	0
100033440	0	6
100033441	0	0
100033442	0	6
100033443	0	2
100033444	0	8
100033445	0	8
100033446	0	0
100033447	0	0
100033448	0	0
100033449	0	7
100033450	0	7
100033451	0	0
100033453	0	0
100033454	0	0
100033455	0	0
100033456	0	0
100033458	0	0
100033460	0	8
100033603	0	1
100033799	0	0
347745	0	0
100033800	0	0
100036563	0	14
100033801	0	0
100033802	0	2
100036564	0	0
100036565	0	0
100033803	0	0
100033804	0	0
100033805	0	0
100033806	0	2
100033807	0	0
100033808	0	0
100033809	0	4
100033810	0	0
100033811	0	0
100033812	0	2
100033813	0	0
100033814	0	8
100033815	0	0
100033816	0	6
100033817	0	0
100033818	0	1
100036566	0	0
100873857	0	0
100036567	0	0
100033822	0	0
338429	0	0
7337	1039	3266
57194	92	18
100616474	0	0
100128714	0	0
100189063	0	0
503519	0	0
2562	20	101
2558	2	0
2567	0	4
101928869	0	0
4948	0	0
8924	329	2319
645202	0	0
100132565	0	0
100616228	0	0
100616382	0	0
283768	0	0
100996738	0	0
440248	35	4
653720	2	6
440253	1	0
100289656	0	0
646278	11	10
728310	0	2
321	2	6
23359	2	2
56160	13	0
7082	88	2
653073	2	2
89837	0	9
653075	1	2
26082	0	0
89832	3	0
101059918	4	9
101060569	1	8
728498	4	80
101927579	4	0
100288380	0	9
89839	0	58
100288637	8	9
105370748	0	0
390561	0	0
22909	30	5
54893	91	48
4308	0	0
406993	0	0
102725022	0	0
283710	0	0
51621	99	0
105370939	0	0
161725	0	0
105370940	0	0
1139	6	13
653125	4	19
89838	1	0
728047	6	35
100653133	0	0
100288615	29	32
100996255	0	0
101928042	0	1
643699	4	1
9824	11	2
6447	2	0
26585	313	0
100131315	0	0
342184	33	91
100652857	0	0
101928134	1	0
6263	13	204
57099	118	54
1133	0	4
56851	407	198
161779	21	40
79768	227	223
51234	356	199
9990	904	1958
55505	319	735
256646	2	36
254531	410	689
23015	452	1530
100302160	0	0
440270	470	989
100422845	0	0
57369	0	0
101928174	0	0
70	166	0
9716	707	1290
54989	735	684
723972	0	72
89978	82	243
100500904	0	1
100507466	0	0
100616293	0	0
84529	136	121
161635	0	0
145845	0	0
4212	269	149
102466875	0	0
145942	0	0
101928227	1	0
161742	677	1169
283742	378	411
10125	224	208
400359	3	2
400360	2	11
7057	3711	1127
161835	17	31
105370941	14	0
11245	227	12
440275	769	1198
6727	1949	769
100131089	49	0
90427	426	31
701	103	742
56924	98	73
644809	1	0
100131244	0	0
5330	468	86
100505573	261	0
388115	161	61
644844	0	8
85455	24	4
90417	84	123
3712	876	681
22893	294	94
113189	162	76
90416	159	33
359821	0	2
27079	64	22
100189229	0	0
57082	103	450
100505648	29	2
5888	41	169
55177	340	180
2644	27	2
55192	71	114
643338	34	64
84936	226	128
54866	3	3
6692	1278	990
171177	152	47
57617	274	148
105370943	4	0
54567	97	50
79094	21	0
54617	444	1239
161829	0	0
11261	1565	614
729082	471	8
11339	9	36
51203	267	248
51103	158	272
23168	961	882
3706	1	0
4058	23	6
26015	184	131
7301	112	57
23269	655	2443
693211	0	0
23005	252	340
100137047	69	28
8681	0	0
100137049	2	5
51332	75	227
100423013	0	0
30844	944	146
101928363	8	0
101928388	1	0
123745	3	4
283748	34	9
255189	78	144
23339	962	927
693212	0	21
25963	906	1096
2595	217	658
825	131	750
64397	1349	1471
8773	1127	669
255252	194	55
55142	282	117
57519	146	180
146059	144	450
146057	374	833
197131	607	2239
80021	198	298
23582	775	659
2038	0	70
9333	3	0
116179	1	0
9836	113	51
161823	93	60
146050	388	260
27229	87	193
7158	835	2210
4130	201	86
9677	170	399
1159	24	80
161497	0	68
117155	27	538
548596	10	22
440278	0	39
2923	3687	5626
80237	51	16
10169	813	273
100529067	0	0
100302254	0	0
619189	20	566
25764	0	1
4236	423	232
79968	110	110
84978	7	35
728758	0	3
113201	1592	1846
51496	493	711
645212	119	0
8669	719	376
80208	1313	7791
197135	50	57
567	10960	91
100419583	12	0
140691	2	0
145645	0	0
6652	809	195
50506	7319	13368
405753	736	458
90527	266	531
53905	508	1231
90525	39	73
100188986	0	0
100188988	0	0
100189065	0	0
105369153	0	0
101928414	2	0
9153	0	14
2628	393	236
79029	98	83
84419	66	84
100126311	0	0
105376714	2	0
7782	56	22
283651	1	0
26258	1004	387
58472	481	264
80031	100	68
101928442	0	0
283652	1	8
50804	56	345
399697	0	0
6557	1	4
1854	346	341
2200	1979	467
22995	71	773
399694	12	0
23741	2012	228
9728	899	1633
9318	975	662
2585	185	257
100306975	0	2
100616332	0	0
196951	88	78
2252	710	2
56986	254	162
79895	191	109
11001	65	40
3067	81	57
2553	217	164
55056	60	0
100129387	21	0
100616396	1	0
9101	875	1614
373509	7	12
54822	921	2043
84888	638	963
23431	273	519
100132724	1	24
388121	85	45
105370815	0	0
1588	20	253
100616369	0	0
102465855	0	0
102466250	0	0
342035	48	38
23312	865	2283
29106	0	3
256586	139	36
29767	275	101
29766	1447	928
100422556	0	0
123169	343	436
5597	936	969
10017	8	2
10681	466	141
100129973	7	0
55930	429	925
100302202	0	0
4644	770	1331
10776	2333	901
56204	730	2248
3175	2	0
256764	399	582
105370828	27	0
440279	5	4
51187	950	634
5873	591	231
9488	220	377
9236	223	2
100533483	0	0
693213	0	8
145788	8	4
161582	0	2
26108	74	47
283659	29	16
4734	321	549
64864	532	1539
374618	58	192
55329	32	151
54816	474	1317
145783	41	5
6938	978	1544
283663	119	0
101928611	0	0
84952	163	64
145781	14	8
100820829	66	0
81488	0	2
8854	120	34
366	398	69
101928635	30	9
3990	110	44
101928694	7	16
101928668	0	0
102	3347	9907
664618	2	163
54629	1144	936
79811	1307	3751
54778	497	1450
9133	103	127
4643	793	1417
100313886	0	0
92483	2	38
145773	12	7
9245	21	6
2958	292	283
663	1055	1066
27023	1	0
302	4639	3390
79664	590	810
101928784	12	0
6095	485	199
100996876	0	0
101928850	0	0
100506530	0	0
54832	1899	10735
145741	9	0
388125	6	0
105370849	0	0
102465869	1	0
102464834	0	0
83660	227	181
197003	0	9
406965	0	0
7168	2247	1241
114294	259	230
51065	334	238
51762	1185	244
83464	308	31
771	903	443
102723344	2	0
9960	461	789
100130855	6	1
283807	45	6
8925	1160	4283
494334	0	0
23604	59	37
101928988	3	2
84191	382	221
6642	1691	1464
79856	45	10
5479	1024	1301
53944	502	410
9768	130	41
9325	330	457
23060	751	1138
4947	763	96
348093	44	0
100302184	0	0
80119	26	55
80301	749	98
348094	98	68
51324	715	1682
123263	120	250
123264	6	0
51285	256	4
390594	0	0
390595	8	12
10081	261	226
10845	520	741
8483	157	2
54956	157	97
26831	0	12
26832	0	12
9543	3	0
57722	139	14
54878	841	973
51495	1875	311
100873754	0	0
81556	488	406
9187	212	1784
10260	635	1499
100616379	0	0
100189317	0	0
8766	2618	931
84465	0	57
100422905	0	0
115752	359	528
54962	37	56
692149	0	10
5604	482	469
10302	88	69
100616149	0	0
6124	15266	11486
595100	9	1
595099	1	1
595097	1	42
595098	1	2
55055	155	230
197021	5	2
102723165	0	0
4091	54	133
102723481	0	2
4088	2016	3309
79719	594	517
64799	24	184
100506686	78	3
145853	7	20
5607	164	480
390598	0	10
101929076	0	0
26827	0	0
8554	708	1533
91860	47	50
54982	206	237
10116	1607	748
22801	455	97
10391	24	15
8125	1249	2332
100422971	0	0
80035	5	1
79400	3	11
246777	68	0
283673	0	0
26035	367	146
54852	96	0
9493	108	361
6176	2827	2963
145837	0	0
104472713	0	0
414926	0	0
